question,gold_answer,best_width,best_retrieval_f1,length_ratio,num_entities,sentence_complexity,keyword_density,sentiment_strength,dependency_depth,multi_entity_flag,pronoun_density,verb_density,question_word_what,question_word_how,question_word_why,correct_widths
"Which game is a board game, Mensch ärgere dich nicht or Roulette?",Mensch ärgere Dich nicht,2,0.5,0.7591191225235949,0.0,1.0,0.5714285714285714,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Ross Pople worked with which English composer known for his opera ""The Midsummer Marriage""?",Michael Tippett,2,0.5,0.8856389762775274,3.0,0.0,0.4117647058823529,0.0,5.0,1.0,0.1176470588235294,0.1176470588235294,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
Who was the fourth son of the lord of the Seventeen Provinces of the Netherlands in 1555?,Diego Félix of Austria,2,1.0,1.075418756908426,4.0,0.0,0.2777777777777778,0.0,9.0,1.0,0.0555555555555555,0.0,1.0,0.0,0.0,"[2, 3, 4, 6, 7, 8]"
"Which city is under Jining, Kaiyuan, Liaoning or Yanzhou District?",Yanzhou,2,1.0,0.6325992687696624,2.0,3.0,0.4615384615384615,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
"Between Mike Muir and Paul Di'Anno, who has worked with more bands?",Muir,2,0.5714,0.7591191225235949,2.0,2.0,0.4285714285714285,0.0,6.0,0.0,0.0714285714285714,0.0714285714285714,1.0,0.0,0.0,"[2, 4, 7]"
"Which musician is older, Chantal Claret or Max Green?",Chantal Claret,2,1.0,0.5693393418926962,1.0,1.0,0.5454545454545454,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,"[2, 3, 5, 6, 7, 8, 9]"
In what region of Phu Luong's country is John Phan's birthplace located?,South Central Coast,2,0.75,0.7591191225235949,2.0,1.0,0.4666666666666667,0.0,7.0,0.0,0.0666666666666666,0.0666666666666666,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
When was the football club founded in which Walter Otto Davisplayed at centre forward?,1885,2,0.5714,0.8856389762775274,0.0,1.0,0.3333333333333333,0.0,5.0,0.0,0.0666666666666666,0.1333333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
The Real Housewives series from the largest city of the state where WEKL transmits started when?,"October 7, 2008",2,0.75,1.01215883003146,0.0,1.0,0.4705882352941176,0.0,8.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
The 2016 San Jose State Spartans football team were members of a NCAA conference that officially began operations in what year?,1999,2,1.0,1.3284584644162911,3.0,1.0,0.5,0.0,8.0,1.0,0.0454545454545454,0.0454545454545454,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Where does Hala El Badry's university rank according to QS World University Rankings?,551-600,2,0.5714,0.8223790494005612,1.0,0.0,0.6,0.0,6.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which game was created first, About Time or Java?",Java,2,1.0,0.5693393418926962,2.0,1.0,0.1818181818181818,0.25,4.0,0.0,0.0,0.0909090909090909,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What body of water does the river that Toongabbie Creek flows into flow into?,Sydney Harbour,2,0.5714,0.8856389762775274,1.0,1.0,0.4,0.0,6.0,0.0,0.0666666666666666,0.1333333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What type of vehicle is the Blue Bird Wanderlodge which was manufactured in Georgia by the Blue Bird Corporation?,Class A motorhome recreational vehicle,2,0.5,1.2019386106623586,3.0,1.0,0.45,0.0,6.0,1.0,0.05,0.05,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which film has more directors, Night Peacock or One Of Our Aircraft Is Missing?",One Of Our Aircraft Is Missing,2,0.5,0.8856389762775274,1.0,3.0,0.375,0.296,7.0,0.0,0.0625,0.125,1.0,0.0,0.0,[2]
"Which film has the director born later, Let'S Make It Legal or The President And His Granddaughter?",The President And His Granddaughter,2,0.6667,1.075418756908426,0.0,5.0,0.25,0.128,6.0,0.0,0.15,0.2,1.0,0.0,0.0,[2]
"Frankenweenie featured the voice of a Canadian American actress who is known for Second City Television, as well as what 1996 movie that was directed by Christopher Guest?",Waiting for Guffman,2,0.5714,1.7712779525550548,5.0,3.0,0.3666666666666666,0.2732,8.0,1.0,0.1,0.1,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Where did the director of film Free Lips die?,"Santa Barbara, California",2,1.0,0.5693393418926962,0.0,0.0,0.4,0.1531,5.0,0.0,0.0,0.1,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8]"
This 2016 biographical sports comedy-drama film stars Taron Egerton as a skier who finished last in what events?,70 m and 90 m,2,0.5714,1.1386786837853924,1.0,1.0,0.4285714285714285,0.0,7.0,0.0,0.0476190476190476,0.0952380952380952,1.0,0.0,0.0,"[2, 3, 6, 8, 9]"
The person who established the Human Biology journal had released how many publications at his death?,841,2,0.5714,1.01215883003146,0.0,1.0,0.4117647058823529,0.5994,6.0,0.0,0.1176470588235294,0.1176470588235294,1.0,1.0,0.0,"[2, 3, 4, 5, 7, 8, 9]"
What is the size of the hydroelectric dam that will inundate part of Bui National Park?,400 MW,2,1.0,1.01215883003146,0.0,1.0,0.4117647058823529,0.0,9.0,0.0,0.1176470588235294,0.0588235294117647,1.0,0.0,0.0,"[2, 7, 9]"
Skyplex has which roller coaster that will become the tallest in the world when it opens in 2020?,Skyscraper,2,1.0,1.1386786837853924,2.0,1.0,0.2631578947368421,0.0,7.0,0.0,0.1052631578947368,0.1578947368421052,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which contributor to Fear: 13 Stories of Suspense and Horror was born on March 15, 1953 ?",Heather Graham,2,0.5714,1.075418756908426,2.0,1.0,0.2631578947368421,0.7845,5.0,0.0,0.0,0.1052631578947368,1.0,0.0,0.0,"[2, 4, 5, 6, 7, 8, 9]"
 Among Kele Okereke and Jon Hume who made the New Zealand band Evermore?,Jon Hume,2,0.5,0.8223790494005612,1.0,2.0,0.4666666666666667,0.0,5.0,0.0,0.0666666666666666,0.0666666666666666,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
Who won more national championships between the university featuring Fort Hill and the university of the state where Edwards won the primary besides the state where the Richmond Braves moved?,University of South Carolina,2,0.6667,1.8977978063089875,3.0,3.0,0.4193548387096774,0.9297,15.0,1.0,0.032258064516129,0.1290322580645161,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
Shannon Purser played the role of June Acosta in a 2017 horror film directed by who?,John R. Leonetti,2,0.5714,1.01215883003146,2.0,0.0,0.4117647058823529,0.3182,6.0,0.0,0.0588235294117647,0.1176470588235294,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,2,1.0,1.7080180256780886,1.0,2.0,0.2857142857142857,0.4939,13.0,0.0,0.0714285714285714,0.0714285714285714,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
In which role did Caroline Carver played in a 1999 Hallmark Entertainment made-for-TV fantasy movie?,Princess Jessica,2,1.0,0.9488989031544935,1.0,0.0,0.4,0.6369,6.0,0.0,0.05,0.1,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
In what year was the 1965 World Series MVP elected to the Baseball Hall of Fame?,1972,2,0.5714,1.01215883003146,2.0,0.0,0.4117647058823529,0.4404,8.0,0.0,0.0,0.0588235294117647,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Which country the director of film Dhund (2003 Film) is from?,India,2,0.5714,0.6958591956466287,1.0,0.0,0.3571428571428571,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
On what date did Governor of the location where the basilica named after the same saint as Leeds Minster and the head of the catholic religion end?,1952,2,0.75,1.7080180256780886,2.0,1.0,0.3928571428571428,0.0,8.0,0.0,0.0,0.0714285714285714,1.0,0.0,0.0,"[2, 3, 4, 7, 9]"
How many newspapers are in the group that Hills Valley Weekly is a part of?,11,2,1.0,0.9488989031544935,1.0,1.0,0.4375,0.0,5.0,0.0,0.0625,0.0,0.0,1.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
Where was the private university that Alan Hurwitz served as the 10th President located?,"Washington, D.C.",2,0.5714,0.8856389762775274,2.0,1.0,0.4,0.0,6.0,0.0,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"What date did the Japanese get to the city where New Plaza Stadium is located, and the rest of the Guangdong province?",November 5,2,0.5714,1.3917183912932574,3.0,2.0,0.375,0.0,6.0,1.0,0.0,0.0833333333333333,1.0,0.0,0.0,[2]
Armie Hammer stars as Oliver in a film directed by who ?,Luca Guadagnino,2,1.0,0.7591191225235949,1.0,0.0,0.3333333333333333,0.0,7.0,0.0,0.0833333333333333,0.0833333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Daburiyya is 8km east of a city where where percentage of its citizens are Christian?,30.9%,2,1.0,0.9488989031544935,2.0,1.0,0.3529411764705882,0.0,9.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,"[2, 3, 5, 6, 7, 9]"
Christmas in the Sun was performed mainly by the entertainer of what nationality?,Australian,2,1.0,0.8223790494005612,0.0,0.0,0.2857142857142857,0.3818,6.0,0.0,0.0714285714285714,0.0714285714285714,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who produced the film that was Jennifer Kent's directorial debut?,Kristina Ceyton and Kristian Moliere,2,0.5714,0.6325992687696624,1.0,1.0,0.4166666666666667,0.0,6.0,0.0,0.1666666666666666,0.0833333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"What is older, Downfall or Dark Tower?",Downfall,2,0.6667,0.4428194881387637,0.0,2.0,0.4444444444444444,0.0,5.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.0,"[2, 3, 5, 6, 7, 8, 9]"
The capital of the state where Mary Boykin Chesnut lived borders a city within which county?,Richland County,2,0.8889,1.01215883003146,0.0,1.0,0.4705882352941176,0.0,8.0,0.0,0.0588235294117647,0.0588235294117647,1.0,0.0,0.0,[2]
"Which species is the most numerous, Podocarpus or Osmunda? ",Podocarpus,2,0.5,0.5693393418926962,0.0,1.0,0.3636363636363636,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 7, 8, 9]"
When was the company that produced rectangular crackers that have 18 holes in a 3x6 pattern founded?,1853,2,1.0,1.075418756908426,2.0,2.0,0.2777777777777778,0.0,8.0,0.0,0.1111111111111111,0.1666666666666666,0.0,0.0,0.0,"[2, 3, 4, 6, 7]"
Who was born first out of Preston Delano and Espen Harald Bjerke?,Preston Delano,2,0.5714,0.7591191225235949,2.0,1.0,0.3846153846153846,0.0,6.0,0.0,0.0769230769230769,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What year did the author of Prince Prigio die?,1912,2,0.5714,0.5693393418926962,0.0,0.0,0.4,0.5994,5.0,0.0,0.1,0.1,1.0,0.0,0.0,[2]
"Which genus is native to arid or semi-desert areas, Alopecurus or Echeveria?",Echeveria,2,1.0,0.7591191225235949,0.0,4.0,0.5,0.0,6.0,0.0,0.0,0.0625,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"The composer of the album ""Nightbook"" received his training at what school?",Conservatorio Verdi,2,0.5714,0.7591191225235949,0.0,0.0,0.3333333333333333,0.0,5.0,0.0,0.1333333333333333,0.0666666666666666,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What character in Princess Diaries does the actress play who was also a cast member in On Golden Pond?,Queen dowager Clarisse Renaldi,2,0.5714,1.2019386106623586,1.0,1.0,0.4,0.34,5.0,0.0,0.05,0.05,1.0,0.0,0.0,"[2, 4, 5, 6, 7, 8]"
"What age did a wrestler began his training at who began his friendship with Trevor Mann in Brookport, Illinois CPW?",15,2,0.5714,1.2651985375393249,2.0,0.0,0.4090909090909091,0.4404,8.0,0.0,0.1818181818181818,0.0909090909090909,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8]"
"In which county is the university, at which Roger Groot was the Class of 1975 Alumni Professor of Law, located?",Rockbridge County,2,0.5714,1.2651985375393249,2.0,1.0,0.3478260869565217,0.0,7.0,0.0,0.0869565217391304,0.0434782608695652,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Are Hot Rod and The Memory of Our People both magazines?,yes,2,0.6667,0.6958591956466287,0.0,1.0,0.4166666666666667,0.0,6.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,"[2, 3, 5, 6, 7, 8, 9]"
"Which film has the director born earlier, Idols Of The Radio or Solos En La Madrugada?",Idols of the Radio,2,0.6667,1.01215883003146,0.0,1.0,0.3888888888888889,0.0,6.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,"[2, 3]"
The Walkley Heights suburb is located on land that was the home of a prison built in what year?,1854,2,0.5714,1.2019386106623586,2.0,1.0,0.35,0.5106,11.0,0.0,0.1,0.1,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which film, The Happiest Millionaire or Mars Needs Moms, was created first?",The Happiest Millionaire,2,1.0,0.7591191225235949,1.0,1.0,0.3333333333333333,0.7351,5.0,0.0,0.0,0.1333333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Who did the creator of Push, Nevada play in Dazed and Confused?",Fred O'Bannion,2,0.6667,0.7591191225235949,1.0,1.0,0.2142857142857142,0.1531,5.0,0.0,0.0714285714285714,0.2857142857142857,1.0,0.0,0.0,"[2, 3, 6, 8]"
"Which founder of Alcatraz East was born on March 31, 1956?",John Morgan,2,0.6667,0.6958591956466287,2.0,0.0,0.3076923076923077,0.0,5.0,0.0,0.0,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"What television show was,based,on an 1908 novel by Lucy Maud Montgomery?   Anne.",Anne,2,1.0,0.7591191225235949,3.0,0.0,0.3684210526315789,0.3182,7.0,1.0,0.0526315789473684,0.0526315789473684,1.0,1.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Are University of Virginia and Massachusetts Institute of Technology in the same country?,yes,2,1.0,0.8223790494005612,2.0,1.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What other series is the actress who plays Malory Archer well known for?,Arrested Development,2,0.5714,0.8223790494005612,0.0,1.0,0.3571428571428571,0.4767,5.0,0.0,0.1428571428571428,0.1428571428571428,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,2,0.5714,0.6958591956466287,1.0,0.0,0.4166666666666667,0.0,7.0,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Are Peter Balakian and James Der Derian both teachers?,yes,2,1.0,0.5693393418926962,2.0,1.0,0.6,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 3, 4, 6, 7, 8, 9]"
"Which American-Canadian actor starred in the Disney Channel's ""Good Luck Charlie, It's Christmas!""?",Eric Allan Kramer,2,0.5714,0.8223790494005612,2.0,1.0,0.4090909090909091,0.7345,6.0,0.0,0.0454545454545454,0.0454545454545454,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
In what year was the uprising that marred John P. Buchanan's term as governor ignited?,1891,2,0.5714,0.9488989031544935,2.0,1.0,0.4117647058823529,0.0,6.0,0.0,0.0588235294117647,0.1176470588235294,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What is the place of birth of the director of film The Trail Of The Lonesome Pine (1923 Film)?,"Richmond, Virginia",2,0.5714,1.2019386106623586,1.0,0.0,0.3636363636363636,0.3612,8.0,0.0,0.0454545454545454,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
The Little Missouri River rises west of a laccolithic butte that stands how many feet from summit to base?,867,2,0.6667,1.2019386106623586,1.0,1.0,0.4,0.0,9.0,0.0,0.05,0.15,0.0,1.0,0.0,"[2, 3, 5, 7, 8, 9]"
What was the language Auctor comes from during the era of Fastrada's spouse later known as?,Medieval Latin,2,0.75,1.01215883003146,1.0,0.0,0.2777777777777778,0.0,8.0,0.0,0.0555555555555555,0.1111111111111111,1.0,0.0,0.0,[2]
Naseer & Shahab is a Pakistani band playing a genre that dominated radio in what decade?,1970s,2,1.0,1.01215883003146,3.0,2.0,0.4117647058823529,0.2023,6.0,1.0,0.0588235294117647,0.1176470588235294,1.0,0.0,0.0,"[2, 3, 4, 6, 7]"
"Which game was published first, Near and Far or King of Tokyo?",King of Tokyo,2,1.0,0.7591191225235949,2.0,2.0,0.2142857142857142,0.0,4.0,0.0,0.0,0.0714285714285714,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Are the magazines American Heritage and Bon Appétit both published in America?,yes,2,1.0,0.7591191225235949,3.0,1.0,0.4615384615384615,0.0,5.0,1.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What team did the recipient of the 2007 Brownlow Medal play for?,Geelong Football Club,2,1.0,0.7591191225235949,1.0,0.0,0.3846153846153846,0.6705,5.0,0.0,0.0,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Mehdi Hashemi was thought to be guilty of opposition to the Iranian regime's dealings during what President's administration?,Reagan,2,1.0,1.1386786837853924,1.0,1.0,0.4285714285714285,0.4215,9.0,0.0,0.0,0.0476190476190476,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Are Siping, Jilin and Linhai both in the same province in China?",no,2,0.5,0.7591191225235949,3.0,2.0,0.3571428571428571,0.0,5.0,1.0,0.0,0.0714285714285714,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,2,0.6667,0.5693393418926962,1.0,1.0,0.5454545454545454,0.0,4.0,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which genus expands to the Pacific Ocean islands, Osteomeles or Medinilla?",Medinilla,2,0.5,0.6958591956466287,1.0,2.0,0.4615384615384615,0.1027,5.0,0.0,0.0,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which film came out first, A Last Cry For Help or The Heart Of Maryland?",The Heart of Maryland,2,0.5714,0.9488989031544935,2.0,1.0,0.3529411764705882,0.5859,7.0,0.0,0.0,0.0588235294117647,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who directed a 2006 film where Ron Perkins character plays the manager of a hotel?,Christopher Nolan,2,0.5714,0.9488989031544935,1.0,1.0,0.3125,0.25,7.0,0.0,0.0625,0.1875,1.0,0.0,0.0,"[2, 3, 4, 6, 7, 8, 9]"
When was the king that started coin production in Copenhagen born?,2 February 1455,2,0.5714,0.6958591956466287,0.0,1.0,0.3333333333333333,0.0,6.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,"[2, 4, 9]"
When was one internet browser's version of Windows 8 made accessible?,September 2013,2,0.6667,0.6958591956466287,2.0,0.0,0.3846153846153846,0.0,4.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,"[2, 3, 4, 6, 8, 9]"
"The world's greatest Super-Heroes anthology showcased one of four superheroes known for speaking the phrase ""SHAZAM"", what was their name?",Captain Marvel,2,0.5714,1.2651985375393249,2.0,0.0,0.3703703703703703,0.6369,10.0,0.0,0.074074074074074,0.1111111111111111,1.0,1.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Meghan Strange is an American actress and voice actress, known for her role as Robin on what American animated television series produced for Disney Channel?",Sofia the First,2,0.6667,1.581498171924156,2.0,1.0,0.4814814814814814,0.2023,9.0,0.0,0.074074074074074,0.1111111111111111,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8]"
Are Brooklyn and Tower 49 both part of New York City?,yes,2,0.5714,0.6958591956466287,3.0,1.0,0.4166666666666667,0.0,7.0,1.0,0.0,0.0833333333333333,0.0,0.0,0.0,"[2, 4, 5, 6, 7, 8, 9]"
In what city does a Christian minister who won the singles title with Jan Kodes in the 1970 French Open currently reside?,"Perth, Western Australia",2,1.0,1.3917183912932574,3.0,1.0,0.391304347826087,0.5719,7.0,1.0,0.0869565217391304,0.0869565217391304,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who was born first out of  Thomas Carr and Joyce Wieland?,Thomas Carr,2,0.5714,0.6958591956466287,3.0,1.0,0.3076923076923077,0.0,6.0,1.0,0.0769230769230769,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 5, 6, 7, 8, 9]"
"Who was the another star in the television series Ma Boy who worked with the South Korean actress who began her career as a child actress in 2006 and initially gained public attention for ""Moon Embracing the Sun"" (2012)?",Sun Woong,2,1.0,2.4671371482016835,3.0,3.0,0.3409090909090909,0.3818,14.0,1.0,0.0909090909090909,0.0909090909090909,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"What Mexican actress of film, television, and theatre was a protagonist in La Heredera?",Silvia Navarro,2,1.0,0.8856389762775274,2.0,2.0,0.4705882352941176,0.0,6.0,0.0,0.0588235294117647,0.0,1.0,0.0,0.0,"[2, 4, 5, 6, 7, 9]"
The top ballet company in the top bauxite producing country is what?,The Australian Ballet,2,0.5714,0.7591191225235949,0.0,1.0,0.4615384615384615,0.3818,6.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,[2]
"Q: What 1965-born field director directed the 2002 Indian comedy horror film ""Makdee"" (""Spider"", in English)?",Vishal Bhardwaj,2,0.5714,1.01215883003146,4.0,0.0,0.3333333333333333,0.296,5.0,1.0,0.037037037037037,0.074074074074074,1.0,0.0,0.0,"[2, 3, 4, 5, 7, 9]"
How much change in elevation is there at the site of the 1999 FIA GT Hockenheim 500km?,very little,2,0.6667,1.075418756908426,2.0,0.0,0.4736842105263157,0.4278,8.0,0.0,0.0,0.0,0.0,1.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Why did the Japanese occupy the westernmost and largest island in the Near Islands group?,protect the northern flank of the Japanese Empire,2,0.6667,0.9488989031544935,1.0,1.0,0.4375,0.0,5.0,0.0,0.0,0.0625,0.0,0.0,1.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Are John le Carré and Tim Winton both novelists?,yes,2,0.6667,0.5693393418926962,2.0,1.0,0.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which film was released earlier, Powerful: Energy For Everyone or Scaregivers?",Scaregivers,2,0.2857,0.6958591956466287,0.0,1.0,0.2857142857142857,0.5994,5.0,0.0,0.0714285714285714,0.0714285714285714,1.0,0.0,0.0,"[2, 3, 4, 6, 8, 9]"
The player who laid motionless for ten minutes in the Todd Bertuzzi–Steve Moore incident was born in which year ?,1978,2,0.6667,1.2651985375393249,3.0,1.0,0.4090909090909091,0.0,8.0,1.0,0.0454545454545454,0.0909090909090909,1.0,0.0,0.0,"[2, 3, 7, 8, 9]"
Are Control Room and Meeting Resistance both documentary films that involve Iraq?,yes,2,0.5714,0.7591191225235949,1.0,2.0,0.4615384615384615,0.0,6.0,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which film has the director born later, In The Beginning There Was Underwear or Une Famille À Louer?",In The Beginning There Was Underwear,2,0.8889,1.1386786837853924,0.0,2.0,0.4,0.0,5.0,0.0,0.05,0.15,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
